Estado,SKU,Nome,PV,Preço Consumidor,25%,35%,42%,50%,Origem_Aba
RJ,10,059K Herbal Concentrate Original 102g,"37,60","364,00","271,57","240,99","219,58","195,12",RJ
RJ,19,0065 Herbalifeline,"27,70","281,00","208,24","184,79","168,38","149,62",RJ
RJ,40,3122 Multivitaminas e Minerais,"10,75","122,00","87,82","77,93","71,00","63,09",RJ
RJ,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","9,67","8,84","8,27","7,60",RJ
RJ,71,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","49,26","45,05","42,11","38,74",RJ
RJ,72,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","105,90","95,53","88,27","79,97",RJ
RJ,84,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","163,71","147,18","135,60","122,38",RJ
RJ,64,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","107,94","97,32","89,89","81,39",RJ
RJ,90,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","230,73","207,53","191,30","172,74",RJ
RJ,59,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","42,73","39,08","36,52","33,60",RJ
RJ,67,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","17,28","15,81","14,78","13,60",RJ
SP,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","359,62","319,13","290,78","258,38",SP
SP,32,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","359,62","319,13","290,78","258,38",SP
SP,32,447K Shake Pistache,"25,75","246,00","180,57","160,23","146,00","129,73",SP
SP,04,249K Shake Frapê de Abacaxi,"25,75","246,00","180,57","160,23","146,00","129,73",SP
SP,04,295K Shake Cookies & Cream,"25,75","246,00","180,57","160,23","146,00","129,73",SP
SP,04,023K Shake Café Cremoso,"25,75","246,00","180,57","160,23","146,00","129,73",SP
SP,04,0940 Shake Doce De Leite,"25,75","246,00","180,57","160,23","146,00","129,73",SP
SP,04,3144 Shake Chocolate Sensation,"25,75","246,00","180,57","160,23","146,00","129,73",SP
SP,04,0951 Shake Baunilha Cremoso,"25,75","246,00","180,57","160,23","146,00","129,73",SP
SP,04,0953 Shake Morango Cremoso,"25,75","246,00","180,57","160,23","146,00","129,73",SP
SP,04,326K Shake Banana Caramelizada,"25,75","246,00","180,57","160,23","146,00","129,73",SP
SP,04,439K Shake Torta de Limão,"25,75","246,00","180,57","160,23","146,00","129,73",SP
SP,04,0930 Shake Coco,"25,75","246,00","180,57","160,23","146,00","129,73",SP
SP,04,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","612,82","543,81","495,51","440,30",SP
SP,32,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","582,38","516,80","470,90","418,43",SP
SP,32,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","612,82","543,81","495,51","440,30",SP
SP,32,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","612,82","543,81","495,51","440,30",SP
SP,32,1445 CR7 Drive,"26,75","243,00","192,83","174,46","161,60","146,90",SP
SP,49,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","64,49","58,13","53,68","48,60",SP
SP,09,0020 Xtra-Cal,"11,00","109,00","79,35","70,42","64,17","57,02",SP
SP,18,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","64,17","58,70","54,88","50,50",SP
SP,40,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","64,17","58,70","54,88","50,50",SP
SP,40,190K Liftoff sabor Amora Intenso,"20,20","196,00","147,09","132,79","122,78","111,34",SP
SP,51,371K Liftoff sabor Abacaxi,"20,20","196,00","147,09","132,79","122,78","111,34",SP
SP,51,317K Liftoff sabor Limão Siciliano,"20,20","196,00","147,09","132,79","122,78","111,34",SP
SP,51,060K Herbal Concentrate Original 51g,"21,45","222,00","161,69","143,49","130,74","116,18",SP
SP,42,057K N-R-G Original 100g,"24,45","252,00","176,94","157,01","143,07","127,13",SP
SP,20,0031 Barras de Proteína Limão Citrus (7 barras por caixa),"10,40","110,00","90,02","84,02","79,82","75,03",SP
SP,21,214K Barras de Proteína Vanilla Almond (7 Barras por Caixa),"10,40","110,00","90,02","84,02","79,82","75,03",SP
SP,21,325K Creatina Premium 150g,"18,45","181,00","137,45","123,80","114,25","103,33",SP
SP,60,318K Shape Control,"35,35","338,00","253,14","224,63","204,68","181,87",SP
SP,14,1923 Beauty Booster Frutas Vermelhas,"27,80","301,00","225,15","199,80","182,05","161,77",SP
SP,82,395K Nutri Soup Frango Com Legumes,"25,75","246,00","180,57","160,23","146,00","129,73",SP
SP,04,058K N-R-G Original 60g,"15,85","159,00","117,33","104,12","94,87","84,30",SP
SP,32,056K N-R-G Guaraná Tropical 100g,"24,45","252,00","176,94","157,01","143,07","127,13",SP
SP,20,0246 Pó de Proteína 480g,"39,25","401,00","296,67","263,26","239,88","213,15",SP
SP,43,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","267,86","237,70","216,58","192,45",SP
SP,12,306B NutreV pack 10 unidades,"80,90","790,00","526,02","496,50","475,84","452,22",SP
SP,59,1639 NutreV,"7,40","79,00","65,13","61,18","58,41","55,25",SP
SP,47,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","142,19","126,18","114,97","102,16",SP
SP,03,040K Protein Crunch,"12,30","112,00","85,35","75,74","69,01","61,32",SP
SP,99,146K Glutamina,"9,10","80,00","60,33","55,01","51,28","47,02",SP
SP,17,0242 Pó de Proteína 240g,"19,30","221,00","160,44","142,37","129,73","115,28",SP
SP,97,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","836,45","742,26","676,32","600,97",SP
SP,35,063K Herbal Concentrate Limão 51g,"21,45","222,00","161,69","143,49","130,74","116,18",SP
SP,42,0927 Fiber Powder,"24,65","243,00","181,25","160,84","146,55","130,23",SP
SP,28,191K Whey Protein sabor Baunilha,"24,55","256,00","189,94","173,74","162,39","149,43",SP
SP,09,061K Herbal Concentrate Canela 102g,"37,60","364,00","267,86","237,70","216,58","192,45",SP
SP,12,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","520,74","462,10","421,05","374,14",SP
SP,41,147K Whey Protein 3W,"24,55","256,00","189,94","173,74","162,39","149,43",SP
SP,09,223K OnActive Drink,"19,45","176,00","133,18","120,24","111,18","100,83",SP
SP,18,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","370,03","333,07","307,19","277,61",SP
SP,93,0931 Nutri Soup Creme Verde,"25,75","246,00","180,57","160,23","146,00","129,73",SP
SP,04,148K BCAA 5:1:1,"25,85","264,00","196,48","179,34","167,35","153,64",SP
SP,94,496K Fiber Concentrate Uva,"20,30","206,00","142,19","126,18","114,97","102,16",SP
SP,498K,Fiber Concentrate Manga,"20,30","206,00","142,19","126,18","114,97","102,16",SP
SP,03,059K Herbal Concentrate Original 102g,"37,60","364,00","267,86","237,70","216,58","192,45",SP
SP,12,0065 Herbalifeline,"27,70","281,00","205,39","182,27","166,08","147,57",SP
SP,33,3122 Multivitaminas e Minerais,"10,75","122,00","86,61","76,86","70,03","62,23",SP
SP,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","12,45","11,39","10,64","9,79",SP
SP,77,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","53,34","48,79","45,60","41,95",SP
SP,12,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","126,33","113,96","105,30","95,40",SP
SP,96,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","195,30","175,58","161,77","146,00",SP
SP,73,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","128,77","116,10","107,23","97,09",SP
SP,04,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","275,25","247,58","228,21","206,08",SP
SP,67,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","54,22","49,59","46,35","42,64",SP
SP,92,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","18,71","17,12","16,00","14,73",SP
AC,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","376,50","334,10","304,42","270,51",AC
AC,52,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","376,50","334,10","304,42","270,51",AC
AC,52,447K Shake Pistache,"25,75","246,00","189,04","167,75","152,85","135,82",AC
AC,27,249K Shake Frapê de Abacaxi,"25,75","246,00","189,04","167,75","152,85","135,82",AC
AC,27,295K Shake Cookies & Cream,"25,75","246,00","189,04","167,75","152,85","135,82",AC
AC,27,023K Shake Café Cremoso,"25,75","246,00","189,04","167,75","152,85","135,82",AC
AC,27,0940 Shake Doce De Leite,"25,75","246,00","189,04","167,75","152,85","135,82",AC
AC,27,3144 Shake Chocolate Sensation,"25,75","246,00","189,04","167,75","152,85","135,82",AC
AC,27,0951 Shake Baunilha Cremoso,"25,75","246,00","189,04","167,75","152,85","135,82",AC
AC,27,0953 Shake Morango Cremoso,"25,75","246,00","189,04","167,75","152,85","135,82",AC
AC,27,326K Shake Banana Caramelizada,"25,75","246,00","189,04","167,75","152,85","135,82",AC
AC,27,439K Shake Torta de Limão,"25,75","246,00","189,04","167,75","152,85","135,82",AC
AC,27,0930 Shake Coco,"25,75","246,00","189,04","167,75","152,85","135,82",AC
AC,27,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","641,58","569,34","518,76","460,97",AC
AC,52,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","609,71","541,05","493,00","438,07",AC
AC,52,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","641,58","569,34","518,76","460,97",AC
AC,52,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","641,58","569,34","518,76","460,97",AC
AC,52,1445 CR7 Drive,"26,75","243,00","197,75","178,91","165,72","150,65",AC
AC,63,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","67,52","60,86","56,20","50,88",AC
AC,33,0020 Xtra-Cal,"11,00","109,00","81,39","72,22","65,81","58,48",AC
AC,32,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","67,18","61,46","57,45","52,87",AC
AC,66,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","67,18","61,46","57,45","52,87",AC
AC,66,190K Liftoff sabor Amora Intenso,"20,20","196,00","150,86","136,19","125,92","114,19",AC
AC,65,371K Liftoff sabor Abacaxi,"20,20","196,00","150,86","136,19","125,92","114,19",AC
AC,65,317K Liftoff sabor Limão Siciliano,"20,20","196,00","150,86","136,19","125,92","114,19",AC
AC,65,060K Herbal Concentrate Original 51g,"21,45","222,00","169,28","150,22","136,88","121,63",AC
AC,67,057K N-R-G Original 100g,"24,45","252,00","185,24","164,38","149,78","133,09",AC
AC,44,0031 Barras de Proteína Limão Citrus (7 barras por caixa),"10,40","110,00","92,32","86,17","81,87","76,94",AC
AC,40,214K Barras de Proteína Vanilla Almond (7 Barras por Caixa),"10,40","110,00","92,32","86,17","81,87","76,94",AC
AC,40,325K Creatina Premium 150g,"18,45","181,00","143,95","129,66","119,65","108,21",AC
AC,87,318K Shape Control,"35,35","338,00","265,02","235,17","214,28","190,41",AC
AC,39,1923 Beauty Booster Frutas Vermelhas,"27,80","301,00","235,72","209,17","190,59","169,36",AC
AC,09,395K Nutri Soup Frango Com Legumes,"25,75","246,00","189,04","167,75","152,85","135,82",AC
AC,27,058K N-R-G Original 60g,"15,85","159,00","122,84","109,01","99,32","88,26",AC
AC,57,056K N-R-G Guaraná Tropical 100g,"24,45","252,00","185,24","164,38","149,78","133,09",AC
AC,44,0246 Pó de Proteína 480g,"39,25","401,00","310,59","275,62","251,13","223,15",AC
AC,69,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","280,43","248,85","226,75","201,48",AC
AC,36,306B NutreV pack 10 unidades,"80,90","790,00","550,70","519,80","498,17","473,45",AC
AC,85,1639 NutreV,"7,40","79,00","68,19","64,05","61,15","57,84",AC
AC,82,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","148,86","132,10","120,37","106,96",AC
AC,27,040K Protein Crunch,"12,30","112,00","89,35","79,29","72,25","64,20",AC
AC,22,146K Glutamina,"9,10","80,00","63,18","57,61","53,71","49,25",AC
AC,41,0242 Pó de Proteína 240g,"19,30","221,00","167,97","149,05","135,82","120,69",AC
AC,25,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","875,70","777,09","708,06","629,17",AC
AC,56,063K Herbal Concentrate Limão 51g,"21,45","222,00","169,28","150,22","136,88","121,63",AC
AC,67,0927 Fiber Powder,"24,65","243,00","189,75","168,39","153,43","136,34",AC
AC,53,191K Whey Protein sabor Baunilha,"24,55","256,00","198,86","181,89","170,01","156,44",AC
AC,37,061K Herbal Concentrate Canela 102g,"37,60","364,00","280,43","248,85","226,75","201,48",AC
AC,36,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","545,18","483,79","440,81","391,70",AC
AC,62,147K Whey Protein 3W,"24,55","256,00","198,86","181,89","170,01","156,44",AC
AC,37,223K OnActive Drink,"19,45","176,00","139,43","125,88","116,40","105,56",AC
AC,43,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","379,50","341,58","315,04","284,71",AC
AC,08,0931 Nutri Soup Creme Verde,"25,75","246,00","189,04","167,75","152,85","135,82",AC
AC,27,148K BCAA 5:1:1,"25,85","264,00","205,70","187,76","175,20","160,85",AC
AC,22,496K Fiber Concentrate Uva,"20,30","206,00","148,86","132,10","120,37","106,96",AC
AC,498K,Fiber Concentrate Manga,"20,30","206,00","148,86","132,10","120,37","106,96",AC
AC,27,059K Herbal Concentrate Original 102g,"37,60","364,00","280,43","248,85","226,75","201,48",AC
AC,36,0065 Herbalifeline,"27,70","281,00","210,65","186,93","170,33","151,35",AC
AC,46,3122 Multivitaminas e Minerais,"10,75","122,00","88,83","78,83","71,82","63,82",AC
AC,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","11,91","10,89","10,18","9,36",AC
AC,57,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","50,86","46,52","43,48","40,01",AC
AC,88,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","107,90","97,34","89,94","81,49",AC
AC,95,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","166,81","149,97","138,18","124,70",AC
AC,75,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","109,99","99,17","91,59","82,93",AC
AC,01,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","235,10","211,47","194,92","176,02",AC
AC,70,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","52,61","48,12","44,97","41,37",AC
AC,75,0563 Desodorante Soft Green Chá Verde,"2,70","30,00","17,84","16,32","15,26","14,05",AC
MS,a,534K Protein Ice Cream (Gelato Proteico) Sabor Chocolate,"59,80","473,00","342,65","310,62","288,20","262,58",MS
MS,39,535K Protein Ice Cream (Gelato Proteico) Sabor Baunilha,"59,80","473,00","342,65","310,62","288,20","262,58",MS
MS,39,447K Shake Pistache,"25,75","246,00","172,04","155,96","144,71","131,84",MS
MS,12,249K Shake Frapê de Abacaxi,"25,75","246,00","172,04","155,96","144,71","131,84",MS
MS,12,295K Shake Cookies & Cream,"25,75","246,00","172,04","155,96","144,71","131,84",MS
MS,12,023K Shake Café Cremoso,"25,75","246,00","172,04","155,96","144,71","131,84",MS
MS,12,0940 Shake Doce De Leite,"25,75","246,00","172,04","155,96","144,71","131,84",MS
MS,12,3144 Shake Chocolate Sensation,"25,75","246,00","172,04","155,96","144,71","131,84",MS
MS,12,0951 Shake Baunilha Cremoso,"25,75","246,00","172,04","155,96","144,71","131,84",MS
MS,12,0953 Shake Morango Cremoso,"25,75","246,00","172,04","155,96","144,71","131,84",MS
MS,12,326K Shake Banana Caramelizada,"25,75","246,00","172,04","155,96","144,71","131,84",MS
MS,12,439K Shake Torta de Limão,"25,75","246,00","172,04","155,96","144,71","131,84",MS
MS,12,0930 Shake Coco,"25,75","246,00","172,04","155,96","144,71","131,84",MS
MS,12,2122 Shake Doce de Leite Embalagem Econômica,"102,00","786,00","583,89","529,32","491,12","447,46",MS
MS,39,387K Shake Chocolate Sensation Embalagem Econômica,"96,90","786,00","554,88","503,02","466,72","425,23",MS
MS,39,2129 Shake Baunilha Cremoso Embalagem Econômica,"102,00","786,00","583,89","529,32","491,12","447,46",MS
MS,39,1446 Shake Morango Cremoso Embalagem Econômica,"102,00","786,00","583,89","529,32","491,12","447,46",MS
MS,39,1445 CR7 Drive,"26,75","243,00","183,75","169,21","159,04","147,41",MS
MS,51,0948 Shake Sachê Baunilha Cremoso (caixa com 7 sachês),"9,55","87,00","61,45","56,42","52,90","48,88",MS
MS,12,0020 Xtra-Cal,"11,00","109,00","75,61","68,54","63,60","57,94",MS
MS,27,448K Sopa Instantânea (Frango com Legumes),"9,35","87,00","61,14","56,82","53,79","50,33",MS
MS,38,445K Sopa Instantânea (Creme de Cebola),"9,35","87,00","61,14","56,82","53,79","50,33",MS
MS,38,190K Liftoff sabor Amora Intenso,"20,20","196,00","140,15","128,84","120,92","111,87",MS
MS,54,371K Liftoff sabor Abacaxi,"20,20","196,00","140,15","128,84","120,92","111,87",MS
MS,54,317K Liftoff sabor Limão Siciliano,"20,20","196,00","140,15","128,84","120,92","111,87",MS
MS,54,060K Herbal Concentrate Original 51g,"21,45","222,00","154,06","139,66","129,58","118,06",MS
MS,50,057K N-R-G Original 100g,"24,45","252,00","168,59","152,83","141,80","129,19",MS
MS,28,0031 Barras de Proteína Limão Citrus (7 barras por caixa),"10,40","110,00","85,78","81,03","77,71","73,91",MS
MS,11,214K Barras de Proteína Vanilla Almond (7 Barras por Caixa),"10,40","110,00","85,78","81,03","77,71","73,91",MS
MS,11,325K Creatina Premium 150g,"18,45","181,00","131,01","120,21","112,65","104,01",MS
MS,64,318K Shape Control,"35,35","338,00","241,19","218,64","202,86","184,83",MS
MS,23,1923 Beauty Booster Frutas Vermelhas,"27,80","301,00","214,52","194,47","180,44","164,40",MS
MS,91,395K Nutri Soup Frango Com Legumes,"25,75","246,00","172,04","155,96","144,71","131,84",MS
MS,12,058K N-R-G Original 60g,"15,85","159,00","111,79","101,34","94,03","85,67",MS
MS,41,056K N-R-G Guaraná Tropical 100g,"24,45","252,00","168,59","152,83","141,80","129,19",MS
MS,28,0246 Pó de Proteína 480g,"39,25","401,00","282,66","256,24","237,75","216,61",MS
MS,52,062K Herbal Concentrate Laranja e Especiarias 102g,"37,60","364,00","255,21","231,36","214,66","195,58",MS
MS,20,306B NutreV pack 10 unidades,"80,90","790,00","501,18","477,84","461,50","442,83",MS
MS,47,1639 NutreV,"7,40","79,00","62,06","58,93","56,74","54,24",MS
MS,33,497K Fiber Concentrate Immune Limão e Mel,"20,30","206,00","135,48","122,82","113,95","103,82",MS
MS,11,040K Protein Crunch,"12,30","112,00","81,32","73,72","68,40","62,32",MS
MS,07,146K Glutamina,"9,10","80,00","57,50","53,29","50,34","46,97",MS
MS,16,0242 Pó de Proteína 240g,"19,30","221,00","152,86","138,58","128,58","117,15",MS
MS,07,004K Herbal Concentrate Original Embalagem Econômica,"138,05","1072,00","796,96","722,47","670,33","610,74",MS
MS,42,063K Herbal Concentrate Limão 51g,"21,45","222,00","154,06","139,66","129,58","118,06",MS
MS,50,0927 Fiber Powder,"24,65","243,00","172,69","156,55","145,25","132,34",MS
MS,37,191K Whey Protein sabor Baunilha,"24,55","256,00","180,98","168,16","159,19","148,94",MS
MS,07,061K Herbal Concentrate Canela 102g,"37,60","364,00","255,21","231,36","214,66","195,58",MS
MS,20,003K N-R-G Guaraná Tropical Embalagem Econômica,"84,80","668,00","496,15","449,78","417,32","380,22",MS
MS,48,147K Whey Protein 3W,"24,55","256,00","180,98","168,16","159,19","148,94",MS
MS,07,223K OnActive Drink,"19,45","176,00","126,89","116,66","109,49","101,31",MS
MS,21,1417 Herbalife24 Hours Tri-Core Protein Blend Chocolate,"46,80","467,00","352,59","323,34","302,87","279,48",MS
MS,97,0931 Nutri Soup Creme Verde,"25,75","246,00","172,04","155,96","144,71","131,84",MS
MS,12,148K BCAA 5:1:1,"25,85","264,00","187,20","173,65","164,16","153,32",MS
MS,93,496K Fiber Concentrate Uva,"20,30","206,00","135,48","122,82","113,95","103,82",MS
MS,498K,Fiber Concentrate Manga,"20,30","206,00","135,48","122,82","113,95","103,82",MS
MS,11,059K Herbal Concentrate Original 102g,"37,60","364,00","255,21","231,36","214,66","195,58",MS
MS,20,0065 Herbalifeline,"27,70","281,00","195,70","177,41","164,61","149,97",MS
MS,41,3122 Multivitaminas e Minerais,"10,75","122,00","82,53","74,81","69,41","63,24",MS
MS,a,0411 Sabonete em Barra Soft Green Chá Verde,"2,05","21,00","10,84","10,07","9,53","8,91",MS
MS,35,0431 Creme Hidratante Soft Green Chá Verde,"8,20","82,00","46,29","43,01","40,71","38,09",MS
MS,65,0766 Cleanser Facial Cítrico 150ml,"13,70","182,00","97,03","89,42","84,10","78,01",MS
MS,69,0770 Gel Firmador para os Olhos 15ml,"21,70","282,00","150,01","137,88","129,38","119,68",MS
MS,52,0773 Máscara Purificante de Argila 120ml,"13,80","185,00","98,91","91,11","85,66","79,42",MS
MS,76,0768 Sérum Facial Redutor de linhas 30ml,"30,90","397,00","211,42","194,40","182,48","168,87",MS
MS,46,0408 Sabonete Líquido para as mãos Soft Green Chá Verde,"7,20","71,00","47,88","44,48","42,11","39,39",MS
